ID_CLIENTE,SAFRA_REF,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS
66220087398241662,2021-06-01,159560.0,107
69766362497027920,2019-08-01,226059.0,115
69766362497027920,2019-10-01,343395.0,116
69766362497027920,2019-11-01,405654.0,112
69766362497027920,2019-12-01,425896.5,115
69766362497027920,2020-01-01,446139.0,119
69766362497027920,2020-02-01,190604.0,128
69766362497027920,2020-03-01,47692.0,120
69766362497027920,2020-05-01,412558.0,92
69766362497027920,2020-07-01,98203.0,121
69766362497027920,2020-08-01,694704.0,120
69766362497027920,2020-09-01,314361.0,114
69766362497027920,2021-01-01,321297.0,118
69766362497027920,2021-02-01,232654.0,118
69766362497027920,2021-03-01,506602.0,125
69766362497027920,2021-04-01,260602.0,126
69766362497027920,2021-05-01,16501.0,119
69766362497027920,2021-06-01,378974.0,118
86110062990790869,2018-09-01,81279.0,106
86110062990790869,2018-10-01,116807.0,104
86110062990790869,2018-11-01,45569.0,104
86110062990790869,2018-12-01,191958.0,99
86110062990790869,2019-01-01,436842.0,109
86110062990790869,2019-02-01,301456.0,108
86110062990790869,2019-03-01,53607.0,110
86110062990790869,2019-04-01,340654.0,109
86110062990790869,2019-05-01,506499.0,107
86110062990790869,2019-06-01,463144.0,106
86110062990790869,2019-07-01,62270.0,109
86110062990790869,2019-08-01,152988.0,108
86110062990790869,2019-09-01,175570.0,107
86110062990790869,2019-10-01,179358.0,112
86110062990790869,2019-11-01,413360.0,110
86110062990790869,2019-12-01,678471.0,110
86110062990790869,2020-01-01,271211.0,110
86110062990790869,2020-02-01,383202.0,111
86110062990790869,2020-04-01,44084.0,117
86110062990790869,2020-06-01,125696.0,118
86110062990790869,2020-10-01,62812.0,118
86110062990790869,2020-11-01,339786.0,117
86110062990790869,2021-01-01,182788.0,122
86110062990790869,2021-02-01,655844.0,123
86110062990790869,2021-03-01,133152.0,120
86110062990790869,2021-04-01,487137.0,117
86110062990790869,2021-05-01,104444.0,114
86110062990790869,2021-06-01,353530.0,117
86436955037443683,2019-01-01,200935.0,107
89342157110910412,2020-08-01,20704.0,77
89342157110910412,2020-09-01,20704.0,85
89342157110910412,2020-11-01,302702.0,78
89342157110910412,2021-01-01,408725.0,85
89342157110910412,2021-02-01,514748.0,83
93982185886107798,2018-09-01,294227.0,127
93982185886107798,2018-10-01,370755.0,124
93982185886107798,2018-11-01,59597.0,130
93982185886107798,2019-03-01,572154.0,130
93982185886107798,2019-04-01,413398.0,127
93982185886107798,2019-05-01,585676.0,126
93982185886107798,2019-06-01,96709.0,134
93982185886107798,2019-11-01,548092.0,131
93982185886107798,2019-12-01,428797.0,128
93982185886107798,2020-01-01,252537.0,133
93982185886107798,2020-02-01,96223.0,142
93982185886107798,2020-03-01,64925.0,136
93982185886107798,2020-04-01,206216.0,139
93982185886107798,2020-05-01,297416.0,141
93982185886107798,2020-06-01,153785.0,143
93982185886107798,2020-07-01,430508.0,144
93982185886107798,2021-01-01,309533.0,148
93982185886107798,2021-02-01,209813.0,151
93982185886107798,2021-03-01,59225.0,146
93982185886107798,2021-04-01,146936.0,149
93982185886107798,2021-05-01,667350.0,147
93982185886107798,2021-06-01,299886.0,145
107343823625119033,2018-09-01,353486.0,78
107343823625119033,2018-10-01,184147.0,74
107343823625119033,2018-11-01,417553.0,73
107343823625119033,2018-12-01,231264.0,76
107343823625119033,2019-01-01,374502.0,83
107343823625119033,2019-02-01,414401.0,83
107343823625119033,2019-03-01,197699.0,83
107343823625119033,2019-04-01,97596.0,80
107343823625119033,2019-05-01,228916.0,78
107343823625119033,2019-06-01,530057.0,83
107343823625119033,2019-07-01,339321.0,78
107343823625119033,2019-08-01,150518.0,77
107343823625119033,2019-09-01,74971.0,82
107343823625119033,2019-10-01,87116.0,81
107343823625119033,2019-11-01,277813.0,82
107343823625119033,2019-12-01,149346.0,84
107343823625119033,2020-01-01,234169.0,87
107343823625119033,2020-02-01,186414.0,84
107343823625119033,2020-03-01,178393.0,85
107343823625119033,2020-05-01,163948.0,88
107343823625119033,2020-06-01,156530.0,85
107343823625119033,2020-07-01,335580.0,89
107343823625119033,2020-08-01,137294.0,88
107343823625119033,2020-09-01,130174.0,89
107343823625119033,2020-10-01,278448.0,85
107343823625119033,2020-11-01,265069.0,87
107343823625119033,2020-12-01,197387.0,88
107343823625119033,2021-01-01,44771.0,90
107343823625119033,2021-02-01,39406.0,90
107343823625119033,2021-03-01,335889.0,89
107343823625119033,2021-04-01,579404.0,92
107343823625119033,2021-05-01,308737.0,92
107343823625119033,2021-06-01,350717.0,92
113538242419211987,2020-02-01,226334.0,96
121658372387044248,2018-09-01,245646.0,94
121658372387044248,2018-10-01,93108.0,90
121658372387044248,2018-11-01,85560.0,99
121658372387044248,2018-12-01,240026.0,95
121658372387044248,2019-01-01,478577.0,100
121658372387044248,2019-02-01,239002.0,96
121658372387044248,2019-03-01,600497.0,101
121658372387044248,2019-04-01,274583.0,104
121658372387044248,2019-05-01,327943.0,100
121658372387044248,2019-06-01,390957.0,99
121658372387044248,2019-07-01,119144.0,104
121658372387044248,2019-08-01,205016.0,97
121658372387044248,2019-09-01,76887.0,98
121658372387044248,2019-10-01,124068.0,97
121658372387044248,2019-11-01,448985.0,99
121658372387044248,2019-12-01,293840.0,96
121658372387044248,2020-01-01,283954.0,108
121658372387044248,2020-02-01,280581.0,106
121658372387044248,2020-03-01,40557.0,103
121658372387044248,2020-04-01,276873.0,109
121658372387044248,2020-05-01,201141.0,101
121658372387044248,2020-06-01,144970.0,106
121658372387044248,2020-07-01,284800.0,103
121658372387044248,2020-08-01,15492.0,109
121658372387044248,2020-09-01,219490.0,109
121658372387044248,2020-11-01,560566.0,107
121658372387044248,2020-12-01,321071.0,109
121658372387044248,2021-01-01,718467.0,105
121658372387044248,2021-02-01,185028.0,111
121658372387044248,2021-03-01,59242.0,108
121658372387044248,2021-04-01,253687.5,110
121658372387044248,2021-06-01,448133.0,114
162896151509189921,2019-04-01,253485.0,105
162896151509189921,2019-07-01,47504.0,105
162896151509189921,2019-11-01,177346.0,114
162896151509189921,2019-12-01,191210.0,107
162896151509189921,2020-02-01,225543.0,116
162896151509189921,2020-03-01,299507.0,115
162896151509189921,2020-04-01,283627.0,119
162896151509189921,2020-05-01,483943.0,120
165658847908185334,2020-08-01,97885.0,133
165658847908185334,2020-09-01,235282.0,123
170089315547146305,2018-09-01,718178.0,82
170089315547146305,2018-10-01,487079.0,82
170089315547146305,2018-11-01,23668.0,82
170089315547146305,2018-12-01,357265.0,90
170089315547146305,2019-01-01,611282.0,95
170089315547146305,2019-02-01,24730.0,92
170089315547146305,2019-03-01,632151.0,92
170089315547146305,2019-04-01,72740.0,93
170089315547146305,2019-05-01,371067.0,94
170089315547146305,2019-06-01,307726.0,93
170089315547146305,2019-07-01,280686.0,92
170089315547146305,2019-08-01,349535.0,87
170089315547146305,2019-09-01,48881.0,89
170089315547146305,2019-10-01,237332.0,92
170089315547146305,2019-11-01,528523.0,94
170089315547146305,2019-12-01,111939.0,96
170089315547146305,2020-01-01,37916.0,99
170089315547146305,2020-02-01,226318.0,99
170089315547146305,2020-03-01,867893.0,101
170089315547146305,2020-04-01,461719.0,99
170089315547146305,2020-05-01,332245.0,97
170089315547146305,2020-06-01,285767.0,98
170089315547146305,2020-07-01,330799.0,97
170089315547146305,2020-08-01,395825.0,100
170089315547146305,2020-09-01,132105.0,100
170089315547146305,2020-10-01,256473.0,99
170089315547146305,2020-11-01,596322.0,98
170089315547146305,2020-12-01,140693.0,95
170089315547146305,2021-01-01,373273.0,97
170089315547146305,2021-02-01,354833.0,102
170089315547146305,2021-03-01,338848.0,106
170089315547146305,2021-04-01,58007.0,98
170089315547146305,2021-05-01,290742.0,96
170089315547146305,2021-06-01,412902.0,98
175003104385133396,2018-09-01,505675.0,74
175003104385133396,2018-10-01,372704.0,74
175003104385133396,2018-11-01,193247.0,74
175003104385133396,2018-12-01,216034.0,76
175003104385133396,2019-01-01,208912.5,82
175003104385133396,2019-02-01,201791.0,81
175003104385133396,2019-03-01,200411.0,78
175003104385133396,2019-04-01,63354.0,80
175003104385133396,2019-05-01,350377.0,79
175003104385133396,2019-06-01,264834.0,83
175003104385133396,2019-07-01,383118.0,80
175003104385133396,2019-08-01,317011.0,82
175003104385133396,2019-09-01,437882.0,83
175003104385133396,2019-10-01,249655.0,84
175003104385133396,2019-12-01,120336.0,84
175003104385133396,2020-01-01,418707.5,83
175003104385133396,2020-02-01,717079.0,87
175003104385133396,2020-03-01,854989.0,85
175003104385133396,2020-04-01,159756.0,89
175003104385133396,2020-05-01,159635.0,84
175003104385133396,2020-06-01,272293.0,84
175003104385133396,2020-08-01,336791.0,89
175003104385133396,2020-09-01,98039.0,87
175003104385133396,2020-10-01,180416.0,82
175003104385133396,2020-11-01,292781.0,84
175003104385133396,2020-12-01,209926.0,84
175003104385133396,2021-02-01,582586.0,88
175003104385133396,2021-03-01,473663.0,92
175003104385133396,2021-04-01,312579.0,88
175003104385133396,2021-05-01,286071.0,94
175003104385133396,2021-06-01,570450.0,92
180672270337706285,2018-09-01,336852.0,89
180672270337706285,2018-10-01,14616.0,94
180672270337706285,2018-11-01,106330.0,92
180672270337706285,2018-12-01,145701.0,92
180672270337706285,2019-01-01,309899.0,93
180672270337706285,2019-02-01,246401.0,93
180672270337706285,2019-03-01,203602.0,94
180672270337706285,2019-04-01,325515.0,98
180672270337706285,2019-05-01,188433.0,101
180672270337706285,2019-06-01,107337.0,102
180672270337706285,2019-07-01,344007.0,100
180672270337706285,2019-08-01,1304013.0,102
180672270337706285,2019-09-01,792457.5,102
180672270337706285,2020-03-01,188433.0,101
180672270337706285,2020-05-01,224412.0,98
180672270337706285,2020-06-01,114607.0,108
180672270337706285,2020-07-01,126564.0,100
180672270337706285,2020-08-01,75476.0,108
180672270337706285,2020-09-01,422188.0,104
180672270337706285,2020-10-01,530012.0,101
180672270337706285,2020-11-01,68186.0,99
180672270337706285,2020-12-01,478166.0,106
180672270337706285,2021-01-01,312396.0,108
180672270337706285,2021-02-01,121458.0,110
180672270337706285,2021-03-01,56006.0,104
186296161813079768,2019-03-01,313369.0,121
186296161813079768,2019-04-01,466865.0,121
186296161813079768,2019-05-01,297497.0,120
186296161813079768,2019-06-01,92398.0,116
186296161813079768,2019-07-01,355019.0,112
187117706370645370,2018-08-01,153936.0,90
187117706370645370,2018-09-01,44096.0,93
187117706370645370,2018-10-01,92111.0,87
187117706370645370,2018-11-01,29259.0,87
187117706370645370,2018-12-01,489406.0,92
187117706370645370,2019-01-01,675259.0,97
187117706370645370,2019-02-01,861112.0,94
187117706370645370,2019-03-01,52854.0,92
187117706370645370,2019-04-01,57043.0,94
187117706370645370,2019-05-01,99616.0,97
187117706370645370,2019-06-01,32772.0,99
187117706370645370,2019-07-01,69628.0,94
187117706370645370,2019-08-01,207401.0,92
187117706370645370,2019-09-01,232856.0,95
187117706370645370,2019-10-01,300234.0,94
187117706370645370,2019-11-01,518468.0,96
187117706370645370,2019-12-01,146189.0,95
187117706370645370,2020-01-01,191961.0,100
187117706370645370,2020-02-01,134640.0,100
187117706370645370,2020-04-01,449312.0,103
187117706370645370,2020-05-01,159578.0,106
187117706370645370,2020-06-01,99964.5,105
187117706370645370,2020-07-01,40351.0,106
187117706370645370,2020-08-01,89128.0,106
187117706370645370,2020-09-01,319269.0,103
187117706370645370,2020-10-01,463870.0,105
187117706370645370,2020-11-01,380649.0,97
187117706370645370,2020-12-01,537567.0,99
187117706370645370,2021-01-01,694485.0,102
187117706370645370,2021-02-01,346480.0,102
187117706370645370,2021-03-01,174109.0,102
187117706370645370,2021-04-01,204778.0,102
187117706370645370,2021-05-01,242752.0,112
187117706370645370,2021-06-01,280726.0,104
189650789135045122,2019-12-01,8927.0,0
189650789135045122,2020-02-01,242047.0,118
189650789135045122,2020-09-01,13615.0,0
189650789135045122,2020-12-01,29607.0,0
191536915328669008,2020-08-01,176524.0,109
191536915328669008,2020-09-01,278374.0,117
191536915328669008,2020-10-01,380224.0,111
191536915328669008,2020-11-01,594893.0,109
191536915328669008,2020-12-01,398087.5,120
191536915328669008,2021-01-01,201282.0,120
192916471960784723,2018-09-01,113668.0,105
192916471960784723,2018-10-01,205810.0,103
192916471960784723,2018-11-01,453554.0,109
192916471960784723,2018-12-01,109202.0,113
192916471960784723,2019-01-01,462731.0,114
192916471960784723,2019-02-01,67278.0,115
192916471960784723,2019-03-01,491342.0,119
192916471960784723,2019-04-01,391244.0,119
192916471960784723,2019-05-01,136121.0,113
192916471960784723,2019-06-01,390883.0,118
192916471960784723,2019-07-01,204880.0,109
192916471960784723,2019-08-01,120988.0,110
192916471960784723,2019-09-01,32103.0,112
192916471960784723,2019-10-01,128154.0,112
192916471960784723,2019-11-01,224205.0,110
192916471960784723,2020-01-01,190877.0,115
192916471960784723,2020-02-01,265134.0,121
192916471960784723,2020-03-01,700583.0,114
192916471960784723,2020-08-01,363921.0,110
192916471960784723,2020-12-01,203837.0,115
192916471960784723,2021-01-01,370360.0,128
192916471960784723,2021-02-01,155437.0,124
192916471960784723,2021-03-01,562526.0,122
196947474368876692,2021-03-01,29926.0,0
201407186688861102,2020-09-01,295098.0,100
209314261782935157,2018-11-01,328611.0,110
209314261782935157,2020-10-01,688204.0,105
209477776078372134,2020-04-01,541775.0,121
209477776078372134,2020-05-01,266804.0,122
209477776078372134,2020-06-01,324548.0,122
209477776078372134,2020-07-01,614043.0,120
209477776078372134,2020-08-01,289938.0,118
209477776078372134,2020-09-01,313585.0,120
209477776078372134,2020-10-01,146407.0,114
209477776078372134,2020-12-01,486340.0,112
209477776078372134,2021-01-01,307195.0,127
209477776078372134,2021-02-01,42068.0,117
209477776078372134,2021-03-01,47083.0,126
209477776078372134,2021-04-01,675872.0,117
209477776078372134,2021-05-01,113297.0,127
209477776078372134,2021-06-01,315191.0,120
226405871752897670,2018-10-01,466464.0,103
226405871752897670,2018-11-01,554588.0,106
226405871752897670,2019-01-01,474705.0,110
226405871752897670,2019-04-01,675195.0,112
226405871752897670,2019-07-01,720295.0,119
226405871752897670,2019-08-01,329167.0,114
226405871752897670,2019-09-01,260291.0,110
226405871752897670,2019-10-01,173554.0,108
226405871752897670,2019-11-01,563764.0,113
226405871752897670,2019-12-01,116476.0,116
226405871752897670,2020-01-01,1075074.0,124
226405871752897670,2020-04-01,179450.0,115
226405871752897670,2020-05-01,174084.0,121
226405871752897670,2020-07-01,95693.0,121
226405871752897670,2020-08-01,273423.0,121
226405871752897670,2020-09-01,397206.0,116
226405871752897670,2020-10-01,621360.0,124
226405871752897670,2020-11-01,555163.0,116
226405871752897670,2020-12-01,392241.0,114
226405871752897670,2021-04-01,121961.0,122
226405871752897670,2021-06-01,535640.0,129
234898976850399181,2018-08-01,276401.0,132
234898976850399181,2018-09-01,306480.0,132
234898976850399181,2018-10-01,430983.0,122
234898976850399181,2018-11-01,42740.0,125
234898976850399181,2018-12-01,47861.0,128
234898976850399181,2019-01-01,82385.0,136
234898976850399181,2019-03-01,299633.0,128
234898976850399181,2019-05-01,457387.0,126
234898976850399181,2019-06-01,251490.0,133
234898976850399181,2019-07-01,50954.0,132
234898976850399181,2019-08-01,430578.0,132
234898976850399181,2019-12-01,608642.0,128
234898976850399181,2020-01-01,276401.0,132
234898976850399181,2020-02-01,139750.0,140
234898976850399181,2020-03-01,218814.0,144
234898976850399181,2020-06-01,492744.0,136
234898976850399181,2020-07-01,653349.0,140
234898976850399181,2020-08-01,313003.0,141
234898976850399181,2020-10-01,294078.0,143
234898976850399181,2021-01-01,427797.0,152
234898976850399181,2021-02-01,71391.0,153
234898976850399181,2021-03-01,190549.0,148
234898976850399181,2021-04-01,323279.0,146
234898976850399181,2021-05-01,342544.0,142
238894451665334246,2019-07-01,218342.5,112
238894451665334246,2019-11-01,393431.0,107
238894451665334246,2020-12-01,186390.0,120
252206310123393284,2018-09-01,105554.0,71
252206310123393284,2018-10-01,126440.0,71
252206310123393284,2018-11-01,568623.0,67
252206310123393284,2018-12-01,415362.0,70
252206310123393284,2019-01-01,139775.0,71
252206310123393284,2019-02-01,147822.0,70
252206310123393284,2019-03-01,334784.0,72
252206310123393284,2019-04-01,71824.0,70
252206310123393284,2019-05-01,186953.0,70
252206310123393284,2019-06-01,80660.0,75
252206310123393284,2020-06-01,281361.0,77
252206310123393284,2020-07-01,314481.0,81
252206310123393284,2020-08-01,224069.0,75
252206310123393284,2020-11-01,237638.0,80
252206310123393284,2020-12-01,527480.0,75
252206310123393284,2021-01-01,226774.0,83
252206310123393284,2021-02-01,157509.0,85
252206310123393284,2021-03-01,713161.0,84
252206310123393284,2021-04-01,475166.0,82
255928150711119413,2019-12-01,382728.0,108
257162352336759783,2018-09-01,46705.0,108
257162352336759783,2018-10-01,107226.0,103
257162352336759783,2018-11-01,167497.0,110
257162352336759783,2018-12-01,228699.0,103
257162352336759783,2019-01-01,340234.0,117
257162352336759783,2019-02-01,300413.3333333333,108
257162352336759783,2019-03-01,260592.6666666667,112
257162352336759783,2019-04-01,220772.0,109
257162352336759783,2019-05-01,75701.0,114
257162352336759783,2019-06-01,278108.0,115
257162352336759783,2019-07-01,293982.0,113
257162352336759783,2019-08-01,173337.0,116
257162352336759783,2019-09-01,231786.0,116
257162352336759783,2019-10-01,342611.0,112
257162352336759783,2019-11-01,453436.0,109
257162352336759783,2019-12-01,306333.0,114
257162352336759783,2020-01-01,243964.0,120
257162352336759783,2020-02-01,242549.0,123
257162352336759783,2020-04-01,197483.0,123
257162352336759783,2020-06-01,231406.0,114
257162352336759783,2020-07-01,379806.0,121
257162352336759783,2020-08-01,509963.0,121
257162352336759783,2020-10-01,526888.0,120
257162352336759783,2020-11-01,314719.0,114
257162352336759783,2020-12-01,766304.0,113
257162352336759783,2021-01-01,267564.0,127
257162352336759783,2021-02-01,118116.0,123
257162352336759783,2021-03-01,244501.0,124
257162352336759783,2021-04-01,185311.0,118
257162352336759783,2021-05-01,106528.0,120
257162352336759783,2021-06-01,1033750.0,117
271068078606473697,2021-01-01,375930.0,131
271068078606473697,2021-02-01,529992.0,124
271068078606473697,2021-06-01,108749.0,126
274692171162531764,2018-09-01,209706.0,90
274692171162531764,2018-10-01,164504.0,88
274692171162531764,2018-11-01,85512.0,95
274692171162531764,2018-12-01,713181.0,94
274692171162531764,2019-01-01,144765.0,98
274692171162531764,2019-02-01,307799.0,98
274692171162531764,2019-03-01,428201.0,93
274692171162531764,2019-04-01,234401.0,98
274692171162531764,2019-05-01,236644.0,103
274692171162531764,2019-06-01,273941.0,97
274692171162531764,2019-07-01,290967.0,101
274692171162531764,2019-08-01,307993.0,102
274692171162531764,2019-09-01,441569.0,93
274692171162531764,2019-10-01,334980.0,99
274692171162531764,2019-11-01,322702.0,97
274692171162531764,2019-12-01,327575.0,100
274692171162531764,2020-01-01,244541.5,100
274692171162531764,2020-02-01,161508.0,99
274692171162531764,2020-03-01,183579.0,104
274692171162531764,2020-04-01,30319.0,104
274692171162531764,2020-05-01,126118.0,99
274692171162531764,2020-06-01,413570.0,99
274692171162531764,2020-07-01,185435.0,105
274692171162531764,2020-08-01,222099.0,100
274692171162531764,2020-09-01,230079.0,99
274692171162531764,2020-10-01,173804.0,104
274692171162531764,2020-11-01,885918.0,106
274692171162531764,2020-12-01,319381.0,99
274692171162531764,2021-01-01,193190.0,103
274692171162531764,2021-02-01,526169.0,111
274692171162531764,2021-03-01,104061.0,111
274692171162531764,2021-04-01,1034748.0,107
274692171162531764,2021-05-01,715840.0,112
274692171162531764,2021-06-01,396932.0,110
287529573188507001,2020-08-01,209669.0,110
287529573188507001,2020-10-01,152597.0,104
287529573188507001,2020-12-01,327890.0,111
295375823203017296,2018-12-01,430401.0,95
295375823203017296,2019-06-01,133954.0,101
295375823203017296,2019-09-01,395545.0,95
295375823203017296,2019-11-01,52146.0,95
295375823203017296,2019-12-01,341114.0,96
295375823203017296,2020-07-01,631468.0,107
295375823203017296,2020-08-01,310116.0,105
295375823203017296,2020-10-01,379003.0,104
295375823203017296,2020-12-01,504207.0,102
295375823203017296,2021-04-01,69876.0,111
295375823203017296,2021-05-01,43212.0,110
295375823203017296,2021-06-01,16548.0,112
312543480920432545,2018-09-01,203573.0,80
312543480920432545,2018-10-01,238674.0,78
312543480920432545,2018-11-01,541388.0,79
312543480920432545,2018-12-01,261752.0,79
312543480920432545,2019-01-01,260358.0,86
312543480920432545,2019-02-01,249696.0,83
312543480920432545,2019-03-01,156760.0,89
312543480920432545,2019-04-01,325346.0,81
312543480920432545,2019-05-01,213821.0,89
312543480920432545,2019-06-01,431539.0,81
312543480920432545,2019-07-01,250289.0,81
312543480920432545,2019-08-01,291380.0,83
312543480920432545,2019-09-01,118297.0,87
312543480920432545,2019-10-01,227922.0,85
312543480920432545,2019-11-01,337547.0,83
312543480920432545,2019-12-01,331032.0,84
312543480920432545,2020-01-01,208697.0,85
312543480920432545,2020-02-01,191147.0,87
312543480920432545,2020-03-01,393429.0,92
312543480920432545,2020-04-01,278493.0,90
312543480920432545,2020-05-01,198475.0,85
312543480920432545,2020-06-01,935064.0,93
312543480920432545,2020-07-01,452919.0,88
312543480920432545,2020-08-01,138911.0,85
312543480920432545,2020-09-01,85965.0,85
312543480920432545,2020-10-01,78973.0,87
312543480920432545,2020-11-01,236818.0,92
312543480920432545,2020-12-01,82387.0,92
312543480920432545,2021-01-01,804076.0,94
312543480920432545,2021-02-01,478917.0,89
312543480920432545,2021-03-01,327261.0,95
312543480920432545,2021-04-01,121795.0,94
312543480920432545,2021-05-01,22334.0,93
312543480920432545,2021-06-01,342255.0,89
314309872114206760,2018-09-01,277934.0,84
314309872114206760,2018-10-01,336540.0,83
314309872114206760,2018-11-01,205859.0,80
314309872114206760,2018-12-01,333168.0,81
314309872114206760,2019-01-01,161722.0,86
314309872114206760,2019-02-01,236373.0,89
314309872114206760,2019-03-01,104836.0,88
314309872114206760,2019-04-01,359651.0,86
314309872114206760,2019-05-01,141001.0,85
314309872114206760,2019-06-01,1019561.0,87
314309872114206760,2019-07-01,46110.0,81
314309872114206760,2019-08-01,672963.0,82
314309872114206760,2019-09-01,433029.0,88
314309872114206760,2019-10-01,514268.0,86
314309872114206760,2019-11-01,557645.0,88
314309872114206760,2019-12-01,247990.0,87
314309872114206760,2020-01-01,272406.0,88
314309872114206760,2020-02-01,268429.0,90
314309872114206760,2020-03-01,82273.0,86
314309872114206760,2020-04-01,389230.0,87
314309872114206760,2020-05-01,423451.0,88
314309872114206760,2020-06-01,67290.0,93
314309872114206760,2020-07-01,151846.0,90
314309872114206760,2020-08-01,148233.0,89
314309872114206760,2020-09-01,234186.0,88
314309872114206760,2020-10-01,143419.0,90
314309872114206760,2020-11-01,26274.0,91
314309872114206760,2020-12-01,127966.0,91
314309872114206760,2021-01-01,389340.0,91
314309872114206760,2021-02-01,107803.0,91
314309872114206760,2021-03-01,166896.5,96
314309872114206760,2021-04-01,225990.0,94
314309872114206760,2021-05-01,286193.0,95
314309872114206760,2021-06-01,41636.0,90
324916756972236008,2018-09-01,203123.0,103
324916756972236008,2018-10-01,359690.0,96
324916756972236008,2018-11-01,691871.0,104
324916756972236008,2018-12-01,471629.0,100
324916756972236008,2019-01-01,326605.0,108
324916756972236008,2019-02-01,56557.0,102
324916756972236008,2019-03-01,507411.0,111
